Source,Data_Level,Area,Road_Name,Day,Day_Num,Is_Weekend,Hour,Peak_Flag,Cars,Motorcycles,Buses,Trucks,Total_Vehicles,Road_Capacity_Util,Roadwork
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Wednesday,2,0,17,1,5447,9105,2126,340,17018,87.97597211224532,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Wednesday,2,0,14,0,17305,31522,8915,1178,58920,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Wednesday,2,0,11,0,12925,25125,7974,939,46963,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Wednesday,2,0,18,1,5085,9689,2975,362,18111,86.10261638822031,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Wednesday,2,0,7,1,7005,12033,3003,450,22491,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Wednesday,2,0,9,1,11094,20824,6228,778,38924,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Wednesday,2,0,6,0,8316,13463,2883,503,25165,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Tumkur Road,Wednesday,2,0,14,0,5344,8491,1719,317,15871,76.66574796588071,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Thursday,3,0,6,0,15744,24907,4974,931,46556,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Thursday,3,0,3,0,7262,12086,2791,452,22591,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Thursday,3,0,6,0,6728,10866,2310,406,20310,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Thursday,3,0,6,0,19183,32648,7973,1220,61024,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Thursday,3,0,21,0,9229,15062,3299,563,28153,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Thursday,3,0,4,0,4191,6936,1579,259,12965,62.28902033239107,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Thursday,3,0,21,0,15198,30573,10231,1143,57145,100.0,Yes
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Thursday,3,0,6,0,12045,21676,5985,810,40516,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Thursday,3,0,15,0,6304,12248,3883,458,22893,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Thursday,3,0,23,0,8143,15231,4527,569,28470,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Thursday,3,0,23,0,2171,3726,929,139,6965,32.00753887865064,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Tumkur Road,Thursday,3,0,3,0,10784,17477,3754,653,32668,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Friday,4,0,18,1,6684,13057,4176,488,24405,100.0,Yes
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Friday,4,0,0,0,7135,13786,4332,515,25768,100.0,No
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Friday,4,0,19,1,11419,18384,3872,687,34362,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Silk Board Junction,Friday,4,0,20,1,3499,6624,2011,248,12382,63.25005703099611,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Friday,4,0,18,1,14985,26864,7361,1004,50214,100.0,Yes
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Friday,4,0,3,0,6527,11305,2876,423,21131,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Friday,4,0,0,0,10413,20924,6991,782,39110,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Friday,4,0,4,0,14389,22482,4311,840,42022,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Saturday,5,1,5,0,12342,19465,3849,728,36384,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Saturday,5,1,7,1,3260,5903,1649,221,11033,51.58995542901513,Yes
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Saturday,5,1,4,0,5517,8769,1776,328,16390,78.9515024424481,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Saturday,5,1,8,1,22203,34919,6842,1305,65269,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Hosur Road,Saturday,5,1,22,0,5209,9590,2768,359,17926,86.91454741331299,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Saturday,5,1,14,0,6807,12239,3372,458,22876,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Saturday,5,1,18,1,13710,26642,8450,996,49798,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Saturday,5,1,19,1,10284,16223,3210,606,30323,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Saturday,5,1,21,0,4489,7145,1455,267,13356,67.63354364396753,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Sunday,6,1,14,0,13276,20730,3967,775,38748,100.0,Yes
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Sunday,6,1,2,0,11711,18291,3502,684,34188,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Sunday,6,1,2,0,9334,17125,4911,640,32010,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Sunday,6,1,15,0,4533,7438,1654,278,13903,68.40058101270346,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Sunday,6,1,23,0,11470,18635,4029,697,34831,100.0,Yes
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Sunday,6,1,9,1,4679,7818,1825,292,14614,76.10025897832664,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Sunday,6,1,9,1,8299,15084,4248,564,28195,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Monday,0,0,2,0,12696,23018,6450,860,43024,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Monday,0,0,3,0,4037,7075,1848,264,13224,65.02905995905515,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Monday,0,0,7,1,8514,16658,5342,623,31137,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Monday,0,0,0,0,17758,32600,9358,1219,60935,100.0,Yes
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Monday,0,0,3,0,12889,21137,4692,790,39508,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Monday,0,0,18,1,12637,21079,4896,788,39400,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Monday,0,0,7,1,7875,15068,4659,563,28165,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Monday,0,0,0,0,7897,15306,4834,572,28609,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Monday,0,0,19,1,5028,10047,3329,376,18780,98.53115111589172,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Monday,0,0,17,1,7193,14498,4867,542,27100,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Tumkur Road,Monday,0,0,7,1,4494,8772,2803,328,16397,81.2458338389037,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Tuesday,1,0,8,1,3452,6111,1632,228,11423,59.71789823122136,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Tuesday,1,0,2,0,3387,5781,1422,216,10806,53.79018129368767,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Tuesday,1,0,13,0,12331,21737,5748,813,40629,100.0,Yes
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Tuesday,1,0,19,1,4701,7595,1617,284,14197,73.73153531181183,Yes
Synthetic_Generated,Area_Level,Electronic City,Hosur Road,Tuesday,1,0,22,0,4155,7348,1956,275,13734,69.82012968038867,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Tuesday,1,0,20,1,15082,25993,6538,972,48585,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Tuesday,1,0,0,0,10648,18902,5074,707,35331,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Tuesday,1,0,23,0,9126,16843,4884,630,31483,100.0,Yes
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Tuesday,1,0,15,0,7871,13302,3193,497,24863,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Wednesday,2,0,10,1,11158,20205,5649,755,37767,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Wednesday,2,0,3,0,10023,15827,3141,592,29583,100.0,No
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Wednesday,2,0,19,1,4534,7793,1948,291,14566,73.81225294063739,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Wednesday,2,0,11,0,12121,23290,7251,871,43533,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Silk Board Junction,Wednesday,2,0,1,0,5991,10336,2607,386,19320,98.87939306973765,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Wednesday,2,0,20,1,13670,25730,7732,962,48094,100.0,Yes
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Wednesday,2,0,14,0,5863,11615,3799,434,21711,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Wednesday,2,0,17,1,10453,16798,3520,628,31399,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Tumkur Road,Wednesday,2,0,13,0,5703,9907,2537,370,18517,89.24274540163275,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Thursday,3,0,1,0,3738,6083,1323,227,11371,55.15715064871497,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Thursday,3,0,18,1,3491,6387,1821,239,11938,59.6681250803429,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Thursday,3,0,0,0,14679,29491,9851,1102,55123,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Thursday,3,0,17,1,14297,27871,8886,1042,52096,100.0,Yes
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Thursday,3,0,11,0,8182,14199,3629,531,26541,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Thursday,3,0,2,0,4780,9211,2881,344,17216,87.59147584881674,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Thursday,3,0,3,0,6154,10269,2388,384,19195,97.40381910058709,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Friday,4,0,7,1,6549,13132,4373,491,24545,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Friday,4,0,14,0,16241,30098,8794,1125,56258,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Friday,4,0,1,0,10871,17174,3413,642,32100,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Hosur Road,Friday,4,0,20,1,1946,3352,842,125,6265,32.04272352048322,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Friday,4,0,4,0,9670,19236,6331,719,35956,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Friday,4,0,21,0,11642,20511,5419,767,38339,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Friday,4,0,7,1,8928,15051,3590,563,28132,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Friday,4,0,14,0,4575,8770,2720,328,16393,83.04405214090704,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Friday,4,0,3,0,3283,5187,1032,194,9696,50.99178047808419,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Tumkur Road,Friday,4,0,16,0,6535,11567,3086,432,21620,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Saturday,5,1,2,0,5847,10743,3089,402,20081,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Saturday,5,1,23,0,13506,21786,4616,814,40722,100.0,Yes
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Saturday,5,1,20,1,3542,7124,2384,266,13316,65.2259372819754,No
Synthetic_Generated,Area_Level,Electronic City,Silk Board Junction,Saturday,5,1,15,0,1338,2622,843,98,4901,24.0902300888189,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Saturday,5,1,15,0,13828,24525,6571,917,45841,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Saturday,5,1,20,1,4393,7512,1855,281,14041,69.64543749202203,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Saturday,5,1,7,1,3206,6230,1975,233,11644,62.31454610937243,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Saturday,5,1,17,1,9849,16028,3483,599,29959,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Sunday,6,1,17,1,10333,20151,6429,753,37666,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Sunday,6,1,10,1,9039,18019,5949,674,33681,100.0,Yes
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Sunday,6,1,12,0,14409,25194,6546,942,47091,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Sunday,6,1,23,0,15069,23767,4701,888,44425,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Sunday,6,1,5,0,13952,27253,8717,1019,50941,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Sunday,6,1,1,0,9190,15210,3460,569,28429,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Sunday,6,1,1,0,2723,4480,1003,167,8373,37.49189621621866,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Sunday,6,1,3,0,8562,15794,4575,590,29521,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Monday,0,0,22,0,13842,23421,5639,876,43778,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Monday,0,0,6,0,3170,6177,1968,231,11546,54.84994054698659,No
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Monday,0,0,16,0,9749,15324,2997,573,28643,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Monday,0,0,17,1,5085,7902,1489,295,14771,74.16437678412095,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Monday,0,0,7,1,3871,7315,2213,273,13672,63.53552363366629,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Monday,0,0,20,1,12638,20694,4574,774,38680,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Tuesday,1,0,15,0,6351,12131,3739,454,22675,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Tuesday,1,0,8,1,6705,13370,4415,500,24990,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Tuesday,1,0,7,1,12017,23170,7255,866,43308,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Tuesday,1,0,12,0,8097,16076,5274,601,30048,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Hebbal Flyover,Tuesday,1,0,1,0,8821,16039,4520,600,29980,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Tuesday,1,0,5,0,7844,14772,4443,552,27611,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Tuesday,1,0,5,0,7654,13448,3531,503,25136,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Wednesday,2,0,6,0,10637,20141,6116,753,37647,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Wednesday,2,0,12,0,7997,12852,2693,480,24022,100.0,No
Synthetic_Generated,Area_Level,Whitefield,ITPL Main Road,Wednesday,2,0,3,0,7176,11755,2602,439,21972,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Wednesday,2,0,14,0,9642,17328,4770,648,32388,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Wednesday,2,0,0,0,6171,12210,3986,456,22823,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Wednesday,2,0,17,1,14902,29615,9731,1107,55355,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Wednesday,2,0,18,1,10892,19131,5020,715,35758,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Wednesday,2,0,5,0,10054,18235,5113,682,34084,100.0,Yes
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Wednesday,2,0,15,0,6351,12037,3661,450,22499,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Thursday,3,0,4,0,10841,18682,4699,698,34920,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Thursday,3,0,9,1,10438,18228,4724,681,34071,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Thursday,3,0,13,0,2814,5175,1491,193,9673,43.51610684214475,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Thursday,3,0,9,1,8823,15820,4336,591,29570,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Thursday,3,0,17,1,17542,30250,7619,1131,56542,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Silk Board Junction,Thursday,3,0,19,1,4136,6804,1524,254,12718,60.73406482993165,Yes
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Thursday,3,0,18,1,7448,12630,3057,472,23607,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Friday,4,0,8,1,12912,20123,3827,752,37614,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Friday,4,0,20,1,10640,17243,3702,645,32230,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Friday,4,0,17,1,6934,11715,2811,438,21898,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Friday,4,0,16,0,18538,34073,9802,1274,63687,100.0,Yes
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Friday,4,0,20,1,3770,6804,1890,254,12718,60.81361304748171,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Friday,4,0,15,0,10444,18319,4794,685,34242,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Friday,4,0,8,1,5743,10093,2653,377,18866,98.28674777618778,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Friday,4,0,16,0,3272,5500,1302,206,10280,54.83326167787883,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Friday,4,0,12,0,4235,7195,1749,269,13448,62.90564727914222,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Tumkur Road,Friday,4,0,1,0,5118,9375,2680,350,17523,82.69863681876856,Yes
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Saturday,5,1,10,1,11257,20390,5704,762,38113,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Saturday,5,1,5,0,11033,20518,6034,767,38352,100.0,No
Synthetic_Generated,Area_Level,Koramangala,Sony World Junction,Saturday,5,1,21,0,4081,7539,2190,282,14092,73.42241450541368,No
Synthetic_Generated,Area_Level,Koramangala,Sarjapur Road,Saturday,5,1,17,1,9107,14417,2885,539,26948,100.0,Yes
Synthetic_Generated,Area_Level,Electronic City,Silk Board Junction,Saturday,5,1,4,0,4990,9783,3147,366,18286,95.31118188934036,Yes
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Saturday,5,1,18,1,17679,30305,7528,1133,56645,100.0,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Saturday,5,1,0,0,8558,15338,4200,573,28669,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,Jayanagar 4th Block,Saturday,5,1,15,0,10856,18818,4797,703,35174,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Saturday,5,1,7,1,5455,8807,1870,329,16461,81.85671991733656,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Sunday,6,1,20,1,11142,17489,3405,654,32690,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Sunday,6,1,1,0,6900,13514,4340,505,25259,100.0,No
Synthetic_Generated,Area_Level,Whitefield,Marathahalli Bridge,Sunday,6,1,18,1,10951,17854,3900,667,33372,100.0,No
Synthetic_Generated,Area_Level,Electronic City,Silk Board Junction,Sunday,6,1,20,1,4188,7699,2215,288,14390,69.51463061016766,No
Synthetic_Generated,Area_Level,M.G. Road,Trinity Circle,Sunday,6,1,6,0,3375,5928,1556,222,11081,51.77648488152743,No
Synthetic_Generated,Area_Level,M.G. Road,Anil Kumble Circle,Sunday,6,1,5,0,15559,27570,7372,1031,51532,100.0,No
Synthetic_Generated,Area_Level,Jayanagar,South End Circle,Sunday,6,1,0,0,8616,13763,2832,515,25726,100.0,No
Synthetic_Generated,Area_Level,Hebbal,Ballari Road,Sunday,6,1,13,0,11276,18420,4045,689,34430,100.0,No
Synthetic_Generated,Area_Level,Yeshwanthpur,Yeshwanthpur Circle,Sunday,6,1,3,0,7193,11879,2688,444,22204,100.0,No
Synthetic_Generated,Area_Level,Indiranagar,100 Feet Road,Monday,0,0,1,0,3492,6864,2216,257,12829,61.22040936205703,No
Synthetic_Generated,Area_Level,Indiranagar,CMH Road,Monday,0,0,5,0,15083,24554,5340,918,45895,100.0,No
